start,duration
2018-05-29T20:29:43.719478,3.033138
2018-05-29T20:29:46.752616,3.025713
2018-05-29T20:29:49.778329,3.020045
2018-05-29T20:29:52.798374,3.031233
2018-05-29T20:29:55.829607,3.151654
2018-05-29T20:29:58.981261,3.048832
2018-05-29T20:30:02.030093,3.036528
2018-05-29T20:30:05.066621,3.045027
2018-05-29T20:30:08.111648,3.028286
2018-05-29T20:30:11.139934,3.022019
2018-05-29T20:30:14.161953,3.036771
2018-05-29T20:30:17.198724,3.056617
2018-05-29T20:30:20.255341,3.033138
2018-05-29T20:30:23.288479,3.032125
2018-05-29T20:30:26.320604,3.089988
2018-05-29T20:30:29.410592,3.02958
2018-05-29T20:30:32.440172,3.034529
2018-05-29T20:30:35.474701,3.034614
2018-05-29T20:30:38.510291,3.233445
2018-05-29T20:30:41.743736,3.039772
2018-05-29T20:30:44.783508,3.023854
2018-05-29T20:30:47.807362,3.035436
2018-05-29T20:30:50.842798,3.112114
2018-05-29T20:30:53.954912,3.031988
2018-05-29T20:30:56.986900,3.059117
2018-05-29T20:31:00.046017,3.029752
2018-05-29T20:31:03.075769,3.241004
2018-05-29T20:31:06.316773,3.136836
2018-05-29T20:31:09.453609,3.033245
2018-05-29T20:31:12.486854,3.055149
2018-05-29T20:31:15.542003,3.029958
2018-05-29T20:31:18.571961,3.024875
2018-05-29T20:31:21.596836,3.042243
2018-05-29T20:31:24.639079,3.032864
2018-05-29T20:31:27.671943,3.102944
2018-05-29T20:31:30.774887,3.019564
2018-05-29T20:31:33.794451,3.046407
2018-05-29T20:31:36.840858,3.020536
2018-05-29T20:31:39.861394,3.23526
2018-05-29T20:31:43.096654,3.0215
2018-05-29T20:31:46.118154,3.022916
2018-05-29T20:31:49.141070,3.030072
2018-05-29T20:31:52.171142,3.026659
2018-05-29T20:31:55.197801,3.022113
2018-05-29T20:31:58.219914,3.173377
2018-05-29T20:32:01.393291,3.136047
2018-05-29T20:32:04.529338,3.030712
2018-05-29T20:32:07.560050,3.035356
2018-05-29T20:32:10.595406,3.055568
2018-05-29T20:32:13.650974,3.029866
2018-05-29T20:32:16.680840,3.269807
2018-05-29T20:32:19.950647,3.021595
2018-05-29T20:32:22.972242,3.042894
2018-05-29T20:32:26.015136,3.016945
2018-05-29T20:32:29.032081,3.034672
2018-05-29T20:32:32.066753,3.039646
2018-05-29T20:32:35.106399,3.020259
2018-05-29T20:32:38.126658,3.0267
2018-05-29T20:32:41.153358,3.020253
2018-05-29T20:32:44.174581,3.026645
2018-05-29T20:32:47.201226,3.038227
2018-05-29T20:32:50.239453,3.044799
2018-05-29T20:32:53.284252,3.053176
2018-05-29T20:32:56.337428,3.027556
2018-05-29T20:32:59.364984,3.095894
2018-05-29T20:33:02.460878,3.022076
2018-05-29T20:33:05.482954,3.039827
2018-05-29T20:33:08.522781,3.044589
2018-05-29T20:33:11.567370,3.123201
2018-05-29T20:33:14.690571,3.027078
2018-05-29T20:33:17.717649,3.030731
2018-05-29T20:33:20.748380,3.030364
2018-05-29T20:33:23.778744,3.055866
2018-05-29T20:33:26.834610,3.05841
2018-05-29T20:33:29.893020,3.018889
2018-05-29T20:33:32.911909,3.039731
2018-05-29T20:33:35.951640,3.046062
2018-05-29T20:33:38.997702,3.047968
2018-05-29T20:33:42.045670,3.057998
2018-05-29T20:33:45.103668,3.045644
2018-05-29T20:33:48.149312,3.054399
2018-05-29T20:33:51.203711,3.043722
2018-05-29T20:33:54.247433,3.042195
2018-05-29T20:33:57.289628,3.03785
2018-05-29T20:34:00.327478,3.031037
2018-05-29T20:34:03.358515,3.0415
2018-05-29T20:34:06.400015,3.035076
2018-05-29T20:34:09.435091,3.042509
2018-05-29T20:34:12.477600,3.098833
2018-05-29T20:34:15.576433,3.03702
2018-05-29T20:34:18.613453,3.055457
2018-05-29T20:34:21.668910,3.045446
2018-05-29T20:34:24.715342,3.020802
2018-05-29T20:34:27.736144,3.145241
2018-05-29T20:34:30.881385,3.032026
2018-05-29T20:34:33.913411,3.021858
2018-05-29T20:34:36.935269,3.03026
2018-05-29T20:34:39.965529,3.036038
2018-05-29T20:34:43.001567,3.044621
2018-05-29T20:34:46.046188,3.043859
2018-05-29T20:34:49.090047,3.073826
2018-05-29T20:34:52.164854,3.022398
2018-05-29T20:34:55.187252,3.044466
2018-05-29T20:34:58.231718,3.036274
2018-05-29T20:35:01.267992,3.078075
2018-05-29T20:35:04.346067,3.0217
2018-05-29T20:35:07.367767,3.033088
2018-05-29T20:35:10.400855,3.044574
2018-05-29T20:35:13.445429,3.029232
2018-05-29T20:35:16.474661,3.037459
2018-05-29T20:35:19.512120,3.044166
2018-05-29T20:35:22.556286,3.025764
2018-05-29T20:35:25.582050,3.051124
2018-05-29T20:35:28.633174,3.021772
2018-05-29T20:35:31.655938,3.017631
2018-05-29T20:35:34.673569,3.030811
2018-05-29T20:35:37.704380,3.045429
2018-05-29T20:35:40.749809,3.026198
2018-05-29T20:35:43.776007,3.043244
2018-05-29T20:35:46.819251,3.047489
2018-05-29T20:35:49.866740,3.051674
2018-05-29T20:35:52.918414,3.032331
2018-05-29T20:35:55.950745,3.536217
2018-05-29T20:35:59.486962,3.039882
2018-05-29T20:36:02.526844,3.15859
2018-05-29T20:36:05.685434,3.021184
2018-05-29T20:36:08.706618,3.019316
2018-05-29T20:36:11.725934,3.019237
2018-05-29T20:36:14.745171,3.038772
2018-05-29T20:36:17.783943,3.037449
2018-05-29T20:36:20.821392,3.043698
2018-05-29T20:36:23.865090,3.033012
2018-05-29T20:36:26.898102,3.119428
2018-05-29T20:36:30.017530,3.021235
2018-05-29T20:36:33.038765,3.025889
2018-05-29T20:36:36.064654,3.04464
2018-05-29T20:36:39.109294,3.196656
2018-05-29T20:36:42.305950,3.033303
2018-05-29T20:36:45.339253,3.022423
2018-05-29T20:36:48.361676,3.047501
2018-05-29T20:36:51.409177,3.046344
2018-05-29T20:36:54.455521,3.075327
2018-05-29T20:36:57.530848,3.040098
2018-05-29T20:37:00.570946,3.026204
2018-05-29T20:37:03.597150,3.032847
2018-05-29T20:37:06.629997,7.876033
2018-05-29T20:37:14.506030,3.042843
2018-05-29T20:37:17.548873,3.020379
2018-05-29T20:37:20.569252,3.072661
2018-05-29T20:37:23.641913,3.01673
2018-05-29T20:37:26.658643,3.251802
2018-05-29T20:37:29.911426,3.037317
2018-05-29T20:37:32.948743,3.138217
2018-05-29T20:37:36.086960,3.023201
2018-05-29T20:37:39.110161,3.052471
2018-05-29T20:37:42.162632,3.019561
2018-05-29T20:37:45.182193,3.067148
2018-05-29T20:37:48.249341,3.018894
2018-05-29T20:37:51.268235,3.157083
2018-05-29T20:37:54.425318,3.071914
2018-05-29T20:37:57.497232,3.142898
2018-05-29T20:38:00.640130,3.040233
2018-05-29T20:38:03.680363,3.073288
2018-05-29T20:38:06.753651,3.05231
2018-05-29T20:38:09.805961,3.042512
2018-05-29T20:38:12.848473,3.020447
2018-05-29T20:38:15.868920,3.048473
2018-05-29T20:38:18.917393,3.033797
2018-05-29T20:38:21.951190,3.028656
2018-05-29T20:38:24.979846,3.021417
2018-05-29T20:38:28.001263,3.048682
2018-05-29T20:38:31.049945,3.041624
2018-05-29T20:38:34.091569,3.02187
2018-05-29T20:38:37.113439,3.021915
2018-05-29T20:38:40.135354,3.022476
2018-05-29T20:38:43.157830,3.02073
2018-05-29T20:38:46.178560,3.037211
2018-05-29T20:38:49.215771,3.035491
2018-05-29T20:38:52.251262,3.331829
2018-05-29T20:38:55.583091,3.04322
2018-05-29T20:38:58.626311,3.045142
2018-05-29T20:39:01.671453,3.020564
2018-05-29T20:39:04.692017,3.045098
2018-05-29T20:39:07.737115,3.021757
2018-05-29T20:39:10.758872,3.042141
2018-05-29T20:39:13.801013,3.03633
2018-05-29T20:39:16.837343,3.451198
2018-05-29T20:39:20.288541,3.037836
2018-05-29T20:39:23.326377,3.033255
2018-05-29T20:39:26.359632,3.018745
2018-05-29T20:39:29.378377,3.036505
2018-05-29T20:39:32.414882,3.023447
2018-05-29T20:39:35.438329,3.054427
2018-05-29T20:39:38.492756,3.04059
2018-05-29T20:39:41.533346,3.058777
2018-05-29T20:39:44.592123,3.044563
2018-05-29T20:39:47.636686,3.397253
2018-05-29T20:39:51.033939,3.054147
2018-05-29T20:39:54.088086,3.021175
2018-05-29T20:39:57.109261,3.037346
2018-05-29T20:40:00.146607,3.044895
2018-05-29T20:40:03.191502,3.032855
2018-05-29T20:40:06.224357,3.040712
2018-05-29T20:40:09.265069,3.018568
2018-05-29T20:40:12.283637,3.044656
2018-05-29T20:40:15.328293,3.029639
2018-05-29T20:40:18.357932,3.043784
2018-05-29T20:40:21.401716,3.040412
2018-05-29T20:40:24.443055,3.027344
2018-05-29T20:40:27.470399,3.018789
2018-05-29T20:40:30.489188,3.030507
2018-05-29T20:40:33.519695,3.023837
2018-05-29T20:40:36.543532,3.046905
2018-05-29T20:40:39.590437,3.033065
2018-05-29T20:40:42.623502,3.021363
2018-05-29T20:40:45.644865,3.034217
2018-05-29T20:40:48.679082,3.019487
2018-05-29T20:40:51.698569,3.019041
2018-05-29T20:40:54.717610,3.021623
2018-05-29T20:40:57.739233,3.017906
2018-05-29T20:41:00.757139,3.026648
2018-05-29T20:41:03.783787,3.060617
2018-05-29T20:41:06.844404,3.075289
2018-05-29T20:41:09.919693,3.033607
2018-05-29T20:41:12.953300,3.022196
2018-05-29T20:41:15.975496,3.166431
2018-05-29T20:41:19.141927,3.057817
2018-05-29T20:41:22.199744,3.044478
2018-05-29T20:41:25.244222,3.033073
2018-05-29T20:41:28.277295,3.030269
2018-05-29T20:41:31.307564,3.045
2018-05-29T20:41:34.352564,3.055022
2018-05-29T20:41:37.407586,3.148235
2018-05-29T20:41:40.555821,3.032048
2018-05-29T20:41:43.587869,3.040999
2018-05-29T20:41:46.628868,3.044353
2018-05-29T20:41:49.673221,3.022793
2018-05-29T20:41:52.696014,3.044027
2018-05-29T20:41:55.740041,3.033056
2018-05-29T20:41:58.773097,3.035895
2018-05-29T20:42:01.808992,3.023623
2018-05-29T20:42:04.832615,3.028933
2018-05-29T20:42:07.861548,3.047635
2018-05-29T20:42:10.909183,3.028832
2018-05-29T20:42:13.938015,3.044409
2018-05-29T20:42:16.982424,3.037376
2018-05-29T20:42:20.019800,3.037206
2018-05-29T20:42:23.057006,3.026818
2018-05-29T20:42:26.083824,3.04771
2018-05-29T20:42:29.131534,3.045338
2018-05-29T20:42:32.176872,3.320645
2018-05-29T20:42:35.497517,3.043832
2018-05-29T20:42:38.541349,3.041802
2018-05-29T20:42:41.584134,3.02298
2018-05-29T20:42:44.607114,3.398991
2018-05-29T20:42:48.006105,3.045892
2018-05-29T20:42:51.051997,3.035584
2018-05-29T20:42:54.087581,3.042895
2018-05-29T20:42:57.130476,3.038132
2018-05-29T20:43:00.168608,3.023709
2018-05-29T20:43:03.192317,3.037798
2018-05-29T20:43:06.230115,3.033264
2018-05-29T20:43:09.263379,3.042997
2018-05-29T20:43:12.306376,3.034832
2018-05-29T20:43:15.341208,3.037626
2018-05-29T20:43:18.378834,3.039887
2018-05-29T20:43:21.418721,3.02145
2018-05-29T20:43:24.440171,3.026435
2018-05-29T20:43:27.466606,3.040692
2018-05-29T20:43:30.507298,3.021761
2018-05-29T20:43:33.529059,3.033727
2018-05-29T20:43:36.562786,3.023895
2018-05-29T20:43:39.586681,3.042456
2018-05-29T20:43:42.629137,3.019879
2018-05-29T20:43:45.649016,3.046508
2018-05-29T20:43:48.695524,3.044792
2018-05-29T20:43:51.740316,3.032943
2018-05-29T20:43:54.773259,3.054394
2018-05-29T20:43:57.827653,3.056435
2018-05-29T20:44:00.884088,3.025653
2018-05-29T20:44:03.909741,3.073113
2018-05-29T20:44:06.982854,3.029846
2018-05-29T20:44:10.012700,3.032675
2018-05-29T20:44:13.045375,3.037982
2018-05-29T20:44:16.083357,3.042573
2018-05-29T20:44:19.125930,3.042152
2018-05-29T20:44:22.168082,3.033326
2018-05-29T20:44:25.201408,3.033334
2018-05-29T20:44:28.234742,3.029409
2018-05-29T20:44:31.264151,3.051949
2018-05-29T20:44:34.316100,3.022699
2018-05-29T20:44:37.338799,3.020534
2018-05-29T20:44:40.359333,3.530889
2018-05-29T20:44:43.890222,3.031774
2018-05-29T20:44:46.921996,3.23823
2018-05-29T20:44:50.160226,3.028899
2018-05-29T20:44:53.189125,3.055428
2018-05-29T20:44:56.244553,3.033808
2018-05-29T20:44:59.278361,3.044971
2018-05-29T20:45:02.323332,3.047114
2018-05-29T20:45:05.370446,3.032014
2018-05-29T20:45:08.403441,3.055839
2018-05-29T20:45:11.459280,3.051953
2018-05-29T20:45:14.511233,3.04986
2018-05-29T20:45:17.561093,3.033303
2018-05-29T20:45:20.594396,3.030748
2018-05-29T20:45:23.625144,3.051981
2018-05-29T20:45:26.677125,3.044232
2018-05-29T20:45:29.721357,3.02503
2018-05-29T20:45:32.746387,3.03445
2018-05-29T20:45:35.780837,3.044087
2018-05-29T20:45:38.824924,3.040141
2018-05-29T20:45:41.865065,3.021788
2018-05-29T20:45:44.886853,3.022841
2018-05-29T20:45:47.909694,3.034458
2018-05-29T20:45:50.944152,3.024404
2018-05-29T20:45:53.968556,3.044294
2018-05-29T20:45:57.012850,3.037637
2018-05-29T20:46:00.050487,3.031687
2018-05-29T20:46:03.082174,3.031046
2018-05-29T20:46:06.113220,3.022829
2018-05-29T20:46:09.136049,3.05446
2018-05-29T20:46:12.190509,3.034343
2018-05-29T20:46:15.224852,3.043138
2018-05-29T20:46:18.267990,3.034761
2018-05-29T20:46:21.302751,3.020271
2018-05-29T20:46:24.324004,3.114295
2018-05-29T20:46:27.438299,3.040261
2018-05-29T20:46:30.478560,3.019971
2018-05-29T20:46:33.498531,3.030353
2018-05-29T20:46:36.528884,3.026334
2018-05-29T20:46:39.555218,3.07937
2018-05-29T20:46:42.634588,3.055102
2018-05-29T20:46:45.689690,3.029304
2018-05-29T20:46:48.718994,3.200289
2018-05-29T20:46:51.919283,3.032809
2018-05-29T20:46:54.952092,3.02282
2018-05-29T20:46:57.974912,3.04421
2018-05-29T20:47:01.019122,3.047845
2018-05-29T20:47:04.066967,3.029165
2018-05-29T20:47:07.096132,3.066589
2018-05-29T20:47:10.162721,3.023407
2018-05-29T20:47:13.186128,3.290962
2018-05-29T20:47:16.477090,3.019951
2018-05-29T20:47:19.497041,3.168856
2018-05-29T20:47:22.665897,3.0408
2018-05-29T20:47:25.706697,3.034171
2018-05-29T20:47:28.740868,3.031549
2018-05-29T20:47:31.772417,3.037931
2018-05-29T20:47:34.810348,3.045787
2018-05-29T20:47:37.857118,3.271447
2018-05-29T20:47:41.128565,3.032515
2018-05-29T20:47:44.161080,3.033904
2018-05-29T20:47:47.194984,3.033261
2018-05-29T20:47:50.228245,3.02526
2018-05-29T20:47:53.253505,3.040952
2018-05-29T20:47:56.294457,3.033068
2018-05-29T20:47:59.327525,3.034447
2018-05-29T20:48:02.361972,3.057365
2018-05-29T20:48:05.419337,3.034494
2018-05-29T20:48:08.453831,3.032797
2018-05-29T20:48:11.486628,3.033073
2018-05-29T20:48:14.519701,3.032633
2018-05-29T20:48:17.552334,3.041022
2018-05-29T20:48:20.593356,3.026577
2018-05-29T20:48:23.619933,3.0298
2018-05-29T20:48:26.649733,3.24747
2018-05-29T20:48:29.897203,3.029171
2018-05-29T20:48:32.926374,3.020422
2018-05-29T20:48:35.946796,3.026834
2018-05-29T20:48:38.973630,3.031173
2018-05-29T20:48:42.004803,3.022079
2018-05-29T20:48:45.026882,3.035029
2018-05-29T20:48:48.061911,3.035443
2018-05-29T20:48:51.097354,3.025094
2018-05-29T20:48:54.122448,3.025691
2018-05-29T20:48:57.148139,3.161034
2018-05-29T20:49:00.309173,3.042581
2018-05-29T20:49:03.351754,3.061807
2018-05-29T20:49:06.413561,3.034013
2018-05-29T20:49:09.447574,3.025328
2018-05-29T20:49:12.472902,3.019305
2018-05-29T20:49:15.492207,3.059322
2018-05-29T20:49:18.551529,3.020921
2018-05-29T20:49:21.572450,3.045242
2018-05-29T20:49:24.617692,3.045847
2018-05-29T20:49:27.664520,3.175328
2018-05-29T20:49:30.839848,3.030184
2018-05-29T20:49:33.870032,3.028071
2018-05-29T20:49:36.898103,3.04239
2018-05-29T20:49:39.940493,3.118241
2018-05-29T20:49:43.058734,3.081298
2018-05-29T20:49:46.140032,3.028971
2018-05-29T20:49:49.169003,3.025704
2018-05-29T20:49:52.194707,3.043977
2018-05-29T20:49:55.238684,3.030098
2018-05-29T20:49:58.268782,3.576765
2018-05-29T20:50:01.845547,3.033972
2018-05-29T20:50:04.879519,3.060586
2018-05-29T20:50:07.940105,3.056349
2018-05-29T20:50:10.996454,3.249585
2018-05-29T20:50:14.246039,3.0185
2018-05-29T20:50:17.264539,3.027238
2018-05-29T20:50:20.291777,3.032117
2018-05-29T20:50:23.323894,3.0473
2018-05-29T20:50:26.371194,3.029766
2018-05-29T20:50:29.400960,3.038976
2018-05-29T20:50:32.439936,3.041567
2018-05-29T20:50:35.481503,3.034038
2018-05-29T20:50:38.515541,3.043502
2018-05-29T20:50:41.559043,3.03023
2018-05-29T20:50:44.589273,3.022336
2018-05-29T20:50:47.611609,3.025699
2018-05-29T20:50:50.637308,3.043403
2018-05-29T20:50:53.680711,3.044633
2018-05-29T20:50:56.725344,3.044306
2018-05-29T20:50:59.769650,3.041222
2018-05-29T20:51:02.810872,3.047449
2018-05-29T20:51:05.858321,3.0552
2018-05-29T20:51:08.913521,3.021354
2018-05-29T20:51:11.934875,3.031945
2018-05-29T20:51:14.966820,3.035918
2018-05-29T20:51:18.002738,3.022076
2018-05-29T20:51:21.024814,3.044168
2018-05-29T20:51:24.068982,3.121877
2018-05-29T20:51:27.190859,3.034001
2018-05-29T20:51:30.224860,3.038704
2018-05-29T20:51:33.263564,3.039337
2018-05-29T20:51:36.302901,3.032771
2018-05-29T20:51:39.335672,3.03281
2018-05-29T20:51:42.368482,3.040939
2018-05-29T20:51:45.409421,3.02676
2018-05-29T20:51:48.436181,3.02839
2018-05-29T20:51:51.464571,3.033616
2018-05-29T20:51:54.498187,3.179239
2018-05-29T20:51:57.678398,3.033841
2018-05-29T20:52:00.712239,3.046022
2018-05-29T20:52:03.758261,3.022316
2018-05-29T20:52:06.780577,3.020403
2018-05-29T20:52:09.800980,3.041171
2018-05-29T20:52:12.842151,3.024433
2018-05-29T20:52:15.866584,3.030832
2018-05-29T20:52:18.897416,3.032765
2018-05-29T20:52:21.930181,3.033321
2018-05-29T20:52:24.963502,3.03441
2018-05-29T20:52:27.997912,3.035841
2018-05-29T20:52:31.033753,3.032631
2018-05-29T20:52:34.066384,3.028348
2018-05-29T20:52:37.094732,3.034637
2018-05-29T20:52:40.129369,3.047939
2018-05-29T20:52:43.177308,3.033214
2018-05-29T20:52:46.211504,3.054186
2018-05-29T20:52:49.265690,3.044293
2018-05-29T20:52:52.309983,3.030297
2018-05-29T20:52:55.340280,3.05881
2018-05-29T20:52:58.399090,3.021849
2018-05-29T20:53:01.420939,3.054416
2018-05-29T20:53:04.475355,3.031663
2018-05-29T20:53:07.507018,3.066542
2018-05-29T20:53:10.573560,3.033251
2018-05-29T20:53:13.606811,3.02121
2018-05-29T20:53:16.628021,3.025593
2018-05-29T20:53:19.653614,3.118524
2018-05-29T20:53:22.772138,3.022528
2018-05-29T20:53:25.794666,3.126271
2018-05-29T20:53:28.920937,3.041038
2018-05-29T20:53:31.961975,3.047304
2018-05-29T20:53:35.009279,3.043518
2018-05-29T20:53:38.052797,3.030141
2018-05-29T20:53:41.082938,3.019943
2018-05-29T20:53:44.102881,3.025234
2018-05-29T20:53:47.128115,3.032729
2018-05-29T20:53:50.160844,3.067268
2018-05-29T20:53:53.228112,3.025142
2018-05-29T20:53:56.253254,3.034862
2018-05-29T20:53:59.288116,3.053481
2018-05-29T20:54:02.341597,3.027064
2018-05-29T20:54:05.368661,3.028278
2018-05-29T20:54:08.396939,3.040552
2018-05-29T20:54:11.437491,3.037291
2018-05-29T20:54:14.474782,3.04351
2018-05-29T20:54:17.518292,3.01953
2018-05-29T20:54:20.537822,3.032855
2018-05-29T20:54:23.570677,3.036949
2018-05-29T20:54:26.607626,3.044942
2018-05-29T20:54:29.652568,3.032717
2018-05-29T20:54:32.685285,3.042374
2018-05-29T20:54:35.728664,3.023094
2018-05-29T20:54:38.751758,3.040206
2018-05-29T20:54:41.791964,3.058954
2018-05-29T20:54:44.850918,3.042461
2018-05-29T20:54:47.893379,3.046686
2018-05-29T20:54:50.940065,3.044867
2018-05-29T20:54:53.984932,3.032062
2018-05-29T20:54:57.016994,3.042275
2018-05-29T20:55:00.059269,3.032864
2018-05-29T20:55:03.092133,3.03303
2018-05-29T20:55:06.125163,3.032968
2018-05-29T20:55:09.158131,3.027165
